case	game	suite	category	question_class	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-traj-source-discovery	gloomhaven-2e	trajectory	trajectory		contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17327	9234	-	7/902/15407	14498	0.0500	0.0135	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-1bfe-7000-8000-0082a8df07aa?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-1bfe-7000-8000-0082a8df07aa?poll=true	-
gh2-traj-scenario-neighbors	gloomhaven-2e	trajectory	trajectory		scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		13895	8885	-	12/595/21025	16676	0.0500	0.0089	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-5faf-7000-8000-026c4ebe28a7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-5faf-7000-8000-026c4ebe28a7?poll=true	-
gh2-traj-errata-section-29	gloomhaven-2e	trajectory	trajectory		errata		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	-		15505	10664	-	7/564/22163	10952	0.0500	0.0085	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-95fa-7000-8000-02f507fd2132?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-95fa-7000-8000-02f507fd2132?poll=true	-
gh2-traj-card-fuzzy-vs-exact	gloomhaven-2e	trajectory	trajectory		structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	0	-		26209	26197	-	7/1581/23085	10950	0.0500	0.0237	4	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-d28d-7000-8000-02aecc249e72?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349e-d28d-7000-8000-02aecc249e72?poll=true	-
gh2-traj-rule-poison-citation	gloomhaven-2e	trajectory	trajectory		rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		22399	13117	-	7/943/21667	20717	0.0500	0.0141	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-38f2-7000-8000-00bb6c66b032?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-38f2-7000-8000-00bb6c66b032?poll=true	-
gh2-traj-section-parent-scenario	gloomhaven-2e	trajectory	trajectory		scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		8279	8240	-	6/439/8831	5459	0.0500	0.0066	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-9076-7000-8000-03d866030692?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-9076-7000-8000-03d866030692?poll=true	-
gh2-traj-exact-item-open	gloomhaven-2e	trajectory	trajectory		structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		1932	1930	-	3/98/5564	5463	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-b0d5-7000-8000-01cbb2713055?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-b0d5-7000-8000-01cbb2713055?poll=true	-
gh2-traj-no-frosthaven-source	gloomhaven-2e	trajectory	trajectory		contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		9854	9851	-	6/467/8526	8053	0.0500	0.0070	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-b863-7000-8000-01a03c1f8480?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-b863-7000-8000-01a03c1f8480?poll=true	-
gh2-traj-scenario-section-open	gloomhaven-2e	trajectory	trajectory		scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	0	-		4470	4465	-	6/233/8198	5457	0.0500	0.0035	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-dee2-7000-8000-00d8714729ff?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-dee2-7000-8000-00d8714729ff?poll=true	-
gh2-traj-ambiguous-bandit-scout	gloomhaven-2e	trajectory	trajectory		structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		13202	13199	-	9/632/15086	10922	0.0500	0.0095	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-f059-7000-8000-014015a5b4af?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eba74804-4aa7-41fb-a466-0b35592553c7/r/019f349f-f059-7000-8000-014015a5b4af?poll=true	-
